player,team,name,position,height,age,appearance,goals,assists,yellow cards,second yellow cards,red cards,goals conceded,clean sheets,minutes played,days_injured,games_injured,award,current_value,highest_value,position_encoded,winger
/joe-hodge/profil/spieler/503975,Wolverhampton Wanderers,Joe Hodge,midfield-DefensiveMidfield,172,20,38,0.185643564,0.074257426,0.25990099,0,0,0,0,2424,0,0,2,500000,500000,3,0
/matheus-nunes/profil/spieler/601883,Wolverhampton Wanderers,Matheus Nunes,midfield-CentralMidfield,183,24,91,0.081435681,0.095008294,0.176443975,0,0.013572613,0,0,6631,20,4,4,45000000,45000000,3,0
/joao-gomes/profil/spieler/735570,Wolverhampton Wanderers,João Gomes,midfield-CentralMidfield,176,22,11,0.138248848,0,0.69124424,0,0,0,0,651,0,0,5,15000000,15000000,3,0
/joao-moutinho/profil/spieler/29364,Wolverhampton Wanderers,João Moutinho,midfield-CentralMidfield,170,36,75,0.034090909,0.051136364,0.119318182,0,0,0,0,5280,146,24,16,2000000,30000000,3,0
/daniel-podence/profil/spieler/256977,Wolverhampton Wanderers,Daniel Podence,Attack-LeftWinger,165,27,67,0.289311546,0.096437182,0.192874364,0,0,0,0,3733,394,59,3,20000000,25000000,4,1
/chiquinho/profil/spieler/695454,Wolverhampton Wanderers,Chiquinho,Attack-LeftWinger,179,23,32,0.223048327,0.557620818,0.334572491,0,0,0,0,1614,327,44,2,2500000,3000000,4,1
/pedro-neto/profil/spieler/487465,Wolverhampton Wanderers,Pedro Neto,Attack-RightWinger,172,23,34,0.116129032,0.058064516,0.232258065,0,0,0,0,1550,498,68,2,32000000,38000000,4,1
/pablo-sarabia/profil/spieler/74230,Wolverhampton Wanderers,Pablo Sarabia,Attack-RightWinger,174,31,79,0.453152364,0.197022767,0.256129597,0,0,0,0,4568,93,18,11,16000000,40000000,4,1
/adama-traore/profil/spieler/204103,Wolverhampton Wanderers,Adama Traoré,Attack-RightWinger,178,27,80,0.095541401,0.143312102,0.071656051,0,0,0,0,3768,200,25,2,12000000,40000000,4,1
/matheus-cunha/profil/spieler/517894,Wolverhampton Wanderers,Matheus Cunha,Attack Centre-Forward,183,24,75,0.281543274,0.31282586,0.218978102,0,0,0,0,2877,150,18,2,30000000,32000000,4,0
/sasa-kalajdzic/profil/spieler/369567,Wolverhampton Wanderers,Sasa Kalajdzic,Attack Centre-Forward,200,25,19,0.35976016,0.299800133,0.17988008,0,0,0,0,1501,1088,119,0,18000000,25000000,4,0
/hee-chan-hwang/profil/spieler/292246,Wolverhampton Wanderers,Hee-chan Hwang,Attack Centre-Forward,177,27,66,0.238165246,0.132314025,0.079388415,0,0,0,0,3401,418,56,8,12000000,16000000,4,0
/raul-jimenez/profil/spieler/206040,Wolverhampton Wanderers,Raúl Jiménez,Attack Centre-Forward,188,32,56,0.210116732,0.140077821,0.116731518,0.046692607,0,0,0,3855,415,63,11,9000000,50000000,4,0
/diego-costa/profil/spieler/44779,Wolverhampton Wanderers,Diego Costa,Attack Centre-Forward,186,34,25,0.067466267,0,0.337331334,0,0.067466267,0,0,1334,310,60,14,3500000,60000000,4,0
/gavin-bazunu/profil/spieler/585550,Southampton FC,Gavin Bazunu,Goalkeeper,188,21,83,0,0,0.012048193,0,0,1.373493976,0.265060241,7470,0,0,0,18000000,18000000,1,0
/alex-mccarthy/profil/spieler/95976,Southampton FC,Alex McCarthy,Goalkeeper,193,33,29,0,0,0.034090909,0,0,1.704545455,0.238636364,2640,647,96,1,2000000,6500000,1,0
/willy-caballero/profil/spieler/19948,Southampton FC,Willy Caballero,Goalkeeper,186,41,5,0,0,0.1875,0,0,1.5,0,480,296,32,9,200000,5000000,1,0
/armel-bella-kotchap/profil/spieler/467563,Southampton FC,Armel Bella-Kotchap,Defender Centre-Back,190,21,52,0,0.043457267,0.195557702,0,0,0,0,4142,93,16,1,20000000,20000000,2,0
/mohammed-salisu/profil/spieler/563963,Southampton FC,Mohammed Salisu,Defender Centre-Back,188,24,65,0.015842281,0.015842281,0.221791938,0.015842281,0,0,0,5681,224,37,0,18000000,18000000,2,0
/duje-caleta-car/profil/spieler/238266,Southampton FC,Duje Caleta-Car,Defender Centre-Back,192,26,58,0.078568311,0.019642078,0.216062855,0.019642078,0,0,0,4582,26,3,7,14000000,25000000,2,0
/jan-bednarek/profil/spieler/243028,Southampton FC,Jan Bednarek,Defender Centre-Back,189,27,61,0.073454397,0,0.275453989,0,0,0,0,4901,0,0,2,14000000,25000000,2,0
/lyanco/profil/spieler/379807,Southampton FC,Lyanco,Defender Centre-Back,187,26,48,0.029605263,0.059210526,0.266447368,0,0,0,0,3040,516,69,0,4000000,8000000,2,0
